,x,y
0,1.0,1.0
1,0.9983104635219221,1.006263565775677
2,0.9966570152751396,1.012546082530831
3,0.99503986942261,1.0188476896489442
4,0.9934591968263085,1.0251684979097901
5,0.9919152450946597,1.031508668145837
6,0.9904082395653322,1.0378683462970069
7,0.988938373783119,1.04424765672712
8,0.9875058583895759,1.0506467353373465
9,0.9861109084783111,1.0570657182924272
10,0.9847537398063212,1.0635047417308816
11,0.9834345689142422,1.0699639412043762
12,0.9821536129911961,1.0764434520534238
13,0.9809110936179671,1.0829434081885665
14,0.9797072305127696,1.089463943002153
15,0.9785422473879153,1.0960051872699514
16,0.977416368336292,1.1025672721633757
17,0.9763298195100697,1.1091503278501182
18,0.9752828287320315,1.11575448220177
19,0.9742756245350153,1.1223798576573225
20,0.9733084379043399,1.1290265769126886
21,0.9723815017186471,1.1356947610948895
22,0.9714950505878781,1.142384528971562
23,0.970649319995296,1.149095991807878
24,0.9698445473313027,1.1558292595636808
25,0.9690809717932118,1.1625844402926826
26,0.9683588342510775,1.1693616392034716
27,0.9676783775803052,1.1761609527380208
28,0.9670398464340243,1.1829824726241467
29,0.9664434870827672,1.1898262887297122
30,0.965889547532498,1.1966924869613464
31,0.9653782775896135,1.2035811462158899
32,0.9649099290226726,1.2104923307951738
33,0.9644847551519333,1.2174261096569874
34,0.9641030111381246,1.224382542871491
35,0.9637649538693379,1.2313616834607395
36,0.9634708418789664,1.2383635704140348
37,0.9632209354938126,1.2453882388923148
38,0.9630154967937442,1.2524357163588395
39,0.9628547896082865,1.2595060214684284
40,0.9627390794784016,1.2665991633930311
41,0.9626686330712311,1.2737151398257864
42,0.9626437187823431,1.280853937853819
43,0.9626646067289653,1.2880155333597958
44,0.9627315686143098,1.2951998901120738
45,0.9628448777125745,1.302406959152883
46,0.9630048082152546,1.3096366806391257
47,0.9632116354010142,1.3168889825206358
48,0.963465636189956,1.324163777742314
49,0.9637670887674844,1.3314609650191087
50,0.9641162725452365,1.3387804283166238
51,0.9645134678016324,1.3461220355207255
52,0.9649589550935839,1.3534856365278587
53,0.9654530163032191,1.3608710654742195
54,0.9659959341600055,1.3682781391055734
55,0.9665879921476411,1.3757066561210727
56,0.9672294742979853,1.3831563962591857
57,0.9679206640388318,1.3906271171766762
58,0.9686618454408098,1.3981185569236518
59,0.9694533029183695,1.4056304328126972
60,0.9702953209702467,1.4131624403800926
61,0.971188183873316,1.420714252347095
62,0.9721321753117462,1.4282855174641436
63,0.9731275773777105,1.4358758582178492
64,0.9741746724055611,1.4434848736653316
65,0.9752737418896018,1.4511121369911275
66,0.9764250663662777,1.4587571948092797
67,0.9776289243873275,1.466419565390606
68,0.9788855918396092,1.4740987372933996
69,0.9801953438300967,1.4817941710092288
70,0.9815584535104527,1.489505297001256
71,0.9829751918361498,1.4972315148380473
72,0.9844458273332853,1.504972192331763
73,0.9859706258539567,1.512726664658198
74,0.9875498495933814,1.520494233644944
75,0.9891837557470452,1.528274167130723
76,0.9908725986779169,1.5360656974041016
77,0.9926166285486824,1.5438680205270543
78,0.9944160908871639,1.551680295398297
79,0.9962712261978479,1.5595016427837254
