x,y,class
0.32482172502561846,0.8554813292844822,1
0.20758007900003872,0.6920384703609597,1
-0.8936146669537857,1.2132937073729386,1
1.0012054753622242,0.18291136893180937,1
1.659245668432405,1.9375701376265584,1
-0.6075598643689741,0.23727522143378577,1
0.23085765021270177,0.06009689889113534,1
1.8294748419317486,0.8061738612271965,1
0.7354851586893892,-1.0038623644067535,1
1.6354180302092263,-0.23925839485347256,1
1.0599326302663283,1.2773769379581916,1
2.3606585958386512,-0.3088203991191121,1
-2.0195121558208253,1.183849544753695,1
2.8005111815108537,2.238946352939437,1
1.2096594152746258,0.5083638143679526,1
1.8071225966373103,0.02645380029553135,1
1.4763577693562193,1.5054701591666269,1
2.06020990749888,3.7596600389110777,1
1.392415967178767,0.49103637429250124,1
0.9744256878080055,-0.7690759048891183,1
0.3052868689109418,0.5907175618868961,1
0.4759116020654075,1.152354872033722,1
0.17758006761779943,2.1210306673244714,1
1.000207064918197,0.9906996788613855,1
0.6721052834870822,1.1551906838589792,1
1.8250982646676346,0.13286978428909968,1
0.34188351092474334,0.6962739712233353,1
-0.3458709234732149,0.18074214027850222,1
0.523779126455341,1.8743891807127275,1
1.262561329001925,1.1935899113675443,1
1.8508979621679722,0.8626282116006033,1
1.3904648499288896,0.8967782470675038,1
1.2653623493996284,0.4172413423884179,1
-1.438817158276429,0.8657208378136958,1
2.42274813609994,1.9262154022415925,1
1.9653974845911706,2.2361307218062176,1
1.0886575909614375,1.1973157074055956,1
0.3823481045656498,0.6839271439729502,1
1.6157711497711416,2.203884437168816,1
0.8605537243190005,0.5498107351485884,1
1.0005279588565974,1.6012067489291149,1
-0.44385481613354183,-1.2961809531372381,1
0.44946315050841645,-0.22071242591415863,1
0.4918598023526891,0.8522196811825284,1
0.5467515909769867,2.4524675344707454,1
1.32674476460232,1.3004743596108284,1
1.622207144043402,-0.13883311778076912,1
2.0391117874202687,0.9242357134645401,1
1.6704806172412126,-0.07185723304015545,1
-0.5537587660160643,1.8178896580250288,1
1.3764095260975167,0.09794844564248961,1
0.13033691872530562,2.1254347844147694,1
-0.18941189286732785,2.642672953255963,1
0.09937926535213126,1.638391925608383,1
0.6713815242510154,1.603187431082343,1
0.4558859978858074,0.8372070939277058,1
1.0409191753957212,-0.0021874557814727247,1
1.7408243454201258,0.4867864335284148,1
0.7714000846599814,0.005650625391487751,1
-1.5623336587953105,0.8089722373998309,1
3.412615421612916,1.784604287898024,1
0.9807396202656053,0.7371091707917323,1
1.0224658928120465,1.54711911517521,1
-0.18081281530884485,2.114321694668872,1
1.715381315441244,1.7181857257079345,1
1.4384757388097273,1.01961665769399,1
1.67286123596682,1.591814133741378,1
0.6459592890589763,0.42639822710309905,1
1.1018562952619866,2.5490201514951876,1
-0.23910707565390088,-0.46752526575244,1
1.1647608412365167,1.050887701856018,1
1.1733416643704082,1.2439531979085003,1
0.7767977453651949,2.4898634386020824,1
-0.6009039784765156,0.171502975219754,1
0.8967452398509526,-0.6431888111541673,1
0.8241455955679289,2.6614701657280184,1
1.0208864882959618,1.2307009057186835,1
-0.26016476517258025,0.3836385919605225,1
0.624803619676063,0.6822849032437659,1
2.2816437950037685,1.5576910607251246,1
-0.11145795693703198,1.246504778432005,1
1.498221748496785,2.1401490385212663,1
2.5805406865683738,-0.015094191827868642,1
0.18914248878966178,-0.25757785891461626,1
0.7659801408930187,1.4663583744463344,1
1.9873345165891019,0.9240489763574773,1
0.6801524767451561,1.1517579922487404,1
0.16485709836997697,3.0895387216947734,1
