x,y,class
0.43645838886811095,2.335744663953362,class_1
1.7488751279721648,1.5471934968900811,class_1
2.5493434714477967,3.887250688628701,class_1
4.378129726724133,2.9588629473708865,class_1
-2.1467255500581603,3.2135777561170578,class_1
1.9178354751084838,1.9120939143788866,class_1
-1.0036327395255218,1.6862873478995,class_1
-0.23196944424040145,3.3835040538370675,class_1
2.3581351964203474,-0.6454826622595864,class_1
1.9718270696647258,0.8110015092101892,class_1
0.9584778272939676,2.5955479816861975,class_1
1.003559423701049,1.6779262388592757,class_1
1.54482974709962,1.9894606915007682,class_1
0.768184144714364,3.353413380250916,class_1
0.7751354419811141,0.823852376894876,class_1
1.6532157682042783,0.8393698262235854,class_1
0.8749859451981155,2.722122807063507,class_1
-0.09106462379137925,2.41554881322843,class_1
1.9115379398255077,2.2297901078031592,class_1
0.27412112176277537,1.596364722296169,class_1
2.805561774241159,3.3580923007810233,class_1
2.3565210353882353,1.8561256661724213,class_1
1.255133847348704,3.676943571076789,class_1
2.2363964890830195,2.9036601812525156,class_1
2.0425207045654465,1.3202562241402882,class_1
0.09860099355063912,1.9491336104332837,class_1
2.809785006645282,1.6868292573679773,class_1
1.7132061587085157,2.605699286814229,class_1
-0.08882650202121578,0.37143795233069477,class_1
2.496722549689052,1.2887683780082848,class_1
1.1869932972468114,3.3800585135375236,class_1
1.131970160627054,3.2035269055393147,class_1
0.7151652994774054,1.6257132562677703,class_1
0.9040352621411558,1.535194646720109,class_1
0.668781840253518,3.0698238991779023,class_1
3.254567504130049,2.5733107911237956,class_1
0.4938937517437454,1.7474600215370744,class_1
2.6704973123307125,3.2722513561524713,class_1
1.834662362795589,1.7578660575630165,class_1
0.5782124185814348,1.9270655746083487,class_1
1.0973899113792513,1.0611817258325829,class_1
2.201909016902955,3.1554734741396664,class_1
0.8219140534072877,2.205390736366243,class_1
2.0813114556928407,1.6261512198710064,class_1
1.7175692815670207,1.4118535301632738,class_1
1.3774264243966856,2.5615955566587667,class_1
1.6735619866780804,2.3293231207417806,class_1
0.8510198296250773,2.322022097909216,class_1
0.31938847257075575,3.318882125619904,class_1
0.47120765588441105,3.067328472781162,class_1
1.3192815209543343,0.9596787155387319,class_1
1.9512394506913053,1.6759071559404233,class_1
1.9238305752324423,3.544950944010009,class_1
0.7533332442692485,2.441500655366946,class_1
2.04594430618358,3.4208975685989955,class_1
1.1619008702610822,2.0600824201869607,class_1
1.7842594601857478,2.80505299739706,class_1
