x,y,class
-0.013357893700561289,0.04181171779716423,0.0
-0.055362989537080236,0.0737310870177014,0.0
-0.03706481254543499,-0.04567568253230136,0.0
0.0031009914863527888,-0.07179268298661987,0.0
0.08344189246158575,0.039118114300783345,0.0
0.013601232093533332,0.0646702766073904,0.0
0.03447111207884768,0.04336126140772977,0.0
0.036274641011633954,0.056859863093589,0.0
0.01752495652583473,-0.06962910574499366,0.0
0.11629655688507498,-0.006491457971963767,0.0
-0.006117678487345762,0.05620921658117081,0.0
0.1563804769216379,0.0486824761795405,0.0
0.10738288775906664,-0.06387220347760134,0.0
0.0317180537920195,0.09540539503396812,0.0
0.177398610334023,-0.08849790212819231,0.0
0.06585667592468439,-0.025941106049912364,0.0
0.15406871885544565,0.0525904013432071,0.0
0.20116435582386366,0.15665580837609017,0.0
0.1256564307487371,0.16782974226603892,0.0
0.17370119513615373,0.04618830235743228,0.0
0.149798406135082,0.09457380500300053,0.0
0.15930034335396917,0.12271546026456384,0.0
0.07204205698384401,0.08400592351200338,0.0
0.09598125783893706,0.07013296267959625,0.0
0.15667000540554946,0.05257075388417402,0.0
0.1853322926166947,0.08550491901274979,0.0
0.10666515659804461,0.07839219877907552,0.0
0.1278782193691763,0.11002543985172404,0.0
0.17932204966112136,0.046055295862277634,0.0
0.18502113344148338,0.008653718323703319,0.0
0.20367111505556762,0.19164519084752282,0.0
0.15745998619728502,0.21618226983188027,0.0
0.21713428847659677,0.21185175923745736,0.0
0.2053042456090533,0.21437677837908267,0.0
0.29810833299103284,0.11972551859140144,0.0
0.3073073039314773,0.16845732799663787,0.0
0.20100272735638275,0.1743034071899486,0.0
0.19622548072780405,0.17069778953076561,0.0
0.049095147422197394,0.25657524179800983,0.0
0.28533588686710976,0.2337723027064776,0.0
0.2614530390503153,0.33230656912812123,0.0
0.23806630037011167,0.33959366450101636,0.0
0.16978531101371214,0.21994122434977617,0.0
0.18854494388613746,0.24803814759672635,0.0
0.16543787837421253,0.25055435715844226,0.0
0.13855215801663515,0.339695244332463,0.0
0.17628702200171234,0.291713172646942,0.0
0.23453251454506283,0.2802512815274143,0.0
0.2752003637666189,0.3208439995917911,0.0
0.2664049532755207,0.47999350128028473,0.0
0.1640353881439947,0.4164221772895843,0.0
0.22791898577067968,0.38828774535314786,0.0
0.20709773179325017,0.35504016260867927,0.0
0.11983278814548912,0.44194151437222634,0.0
0.13868125054774272,0.292733121424638,0.0
0.07555744316813982,0.43052101823485717,0.0
0.17302349090778715,0.47396129460192105,0.0
0.07277399380071824,0.384907165663801,0.0
0.09186136441286502,0.4667473803855644,0.0
0.1707592608761675,0.3941651158558187,0.0
0.1569323145491397,0.5058031461006858,0.0
0.09079666439088775,0.5082592684527143,0.0
0.09962384431464226,0.4728139572155259,0.0
0.09029487824209187,0.5330306927702546,0.0
0.04382160807059506,0.4970381626729456,0.0
-0.04463835259020997,0.47260750336077584,0.0
0.06100237525788199,0.5614225174849402,0.0
-0.005766670699728305,0.5479501100479911,0.0
0.09960276129496208,0.5304012301287894,0.0
0.09664410658268252,0.52391510854615,0.0
0.006331281641867522,0.5063495289696265,0.0
-0.05771798799991605,0.5630458163751794,0.0
-0.028432461581999198,0.5324340116689015,0.0
-0.07826388119182581,0.6071762346513885,0.0
-0.05413505398884101,0.5590748006550786,0.0
-0.08167493936584133,0.6837406340323442,0.0
-0.07641745235752734,0.6020042109883824,0.0
-0.06915629743330878,0.6281280071490665,0.0
-0.15477196923736408,0.6614315930388689,0.0
-0.07968669950440058,0.6164900417528337,0.0
-0.16143398800166936,0.5134463408392181,0.0
-0.08995164941126643,0.597584244910008,0.0
-0.1145192372562587,0.6656845583571847,0.0
-0.11012626958063973,0.5897245164739092,0.0
-0.1218147034611732,0.6429634401832245,0.0
-0.1497379389483952,0.6440597925294993,0.0
-0.17043199714812335,0.6673451205976053,0.0
-0.28416069449993303,0.7911043390357353,0.0
-0.16672380512210971,0.6806006955772622,0.0
-0.23004939728294826,0.6994307790951998,0.0
-0.2277891593960946,0.7168711022341705,0.0
-0.27362782570756017,0.7024299060908704,0.0
-0.4127960559265761,0.6790144136462545,0.0
-0.37862541568177716,0.5707915838871929,0.0
-0.293429185394796,0.6541541819280167,0.0
-0.44686345815312434,0.6815071200314964,0.0
-0.35576022205085706,0.6206957766474157,0.0
-0.45193265886292566,0.6319993816612517,0.0
-0.44396746872923265,0.6232709722804104,0.0
-0.5073551313932779,0.5823577240368157,0.0
-0.5369156397174472,0.5984905729622726,0.0
-0.5301779218092625,0.6385493545147737,0.0
-0.5306861489492489,0.6421064287735411,0.0
-0.4551115948641399,0.6459011659079195,0.0
-0.6308055744285663,0.6288551394724281,0.0
-0.5229235924965997,0.5915780295653795,0.0
-0.5929476503930357,0.6354683762285052,0.0
-0.546639246393038,0.5987167860721447,0.0
-0.6438030149019931,0.547127427683544,0.0
-0.7460374805415924,0.6258686774794546,0.0
-0.74449548691979,0.6048960834468398,0.0
-0.7028815002941924,0.6668288390105427,0.0
-0.7774231760130935,0.5828321866932971,0.0
-0.6851991134968641,0.4410236430693486,0.0
-0.7396453478108823,0.5283377126021427,0.0
-0.7642727983421382,0.539911422968139,0.0
-0.8231453523421053,0.5275666071849657,0.0
-0.7158945134011594,0.528105695699233,0.0
-0.7470101989899849,0.41580019704594334,0.0
-0.8584332565812138,0.48686689630575086,0.0
-0.8797874412644088,0.3886373792141077,0.0
-0.903117012404758,0.47352240448352506,0.0
-0.9341998863653751,0.45643973100875695,0.0
-0.8793748050403483,0.4301485643335298,0.0
-0.9668482566923401,0.3245453953799521,0.0
-0.9124593297981365,0.3610301908843117,0.0
-1.0133596593883942,0.2843889343455019,0.0
-0.9331043698851944,0.3634948563960983,0.0
-0.9653703695210117,0.1839183320932234,0.0
-0.9960068882996618,0.3073285026693303,0.0
-1.0475303447292983,0.25068552884345235,0.0
-1.0019094623587177,0.19636509021834436,0.0
-1.0084114091203071,0.32532193456038794,0.0
-1.1153098436819098,0.18943360988530833,0.0
-1.0305188894598705,0.26883932978029346,0.0
-1.064476011001169,0.17810530600011826,0.0
-1.0663583973585526,0.10560147001090954,0.0
-1.1372626626951772,0.06605897906960578,0.0
-1.1507606755719748,0.10919621729706312,0.0
-1.099855780831318,0.0466077893272904,0.0
-1.1415704608438744,0.12247772102682125,0.0
-0.998792032858104,0.02634367358929044,0.0
-1.1122258713956907,-0.024679366816497336,0.0
-1.1776827181690488,0.0530356747383308,0.0
-1.0443010739973362,0.03628813583291556,0.0
-1.2568932961076256,-0.14410035840839264,0.0
-1.2170041068346138,-0.14244728064776338,0.0
-1.0807943001769855,-0.11594829388572075,0.0
-1.1482191783671252,-0.12174864671706588,0.0
-1.260315581140685,-0.12794071354770561,0.0
-1.1355876646133565,-0.2555923640014519,0.0
-1.1401211179974062,-0.2687064933172564,0.0
-1.1113501322752342,-0.23564142255330128,0.0
-1.166964806153673,-0.2598611904237654,0.0
-1.2189043732954028,-0.4274662064239042,0.0
-1.1730931386597538,-0.36725210396284175,0.0
-1.2149259056522101,-0.36519530049424964,0.0
-1.2309434778726298,-0.33731454834809316,0.0
-1.192799752250418,-0.43088468651563006,0.0
